"step_id","parent_step","parameterization","family","anchor","model_label","job_title","rationale","terminal_years","terminal_penalty_weight","terminal_penalty_flag","fish_profile","tag_weight_flag","tag_likelihood","estimate_tag_dispersion","remove_2021_tags","tag_deletion","rr_2021_scope","rr_2021_target","rr_2021_penalty","tag_loss_mode","tag_loss_rate","tag_rr_mixing_mode","tag_2021_mixing_period","trend_flag","standard_terminal_quarters","standard_arithmetic_mean","expected_final_par","tag_likelihood_weight"
"12p054-C3-TagWt0001","12-OrthogonalPoly","opr","tagging-diagnostic","C3-TagWt0001","OPR69 end1 weight 100 group-consistent LF; tag likelihood weight 0.001","Sensitivity C3-TagWt0001","Scales only the tag likelihood to 0.001 with parest_flag(177)=1. Reporting-rate priors remain active, so this is a dose-response diagnostic rather than a literal no-tag model.",1,100,1000,"group_consistent",1,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",0.001
"12p055-C3-TagCond","12-OrthogonalPoly","opr","tagging-diagnostic","C3-TagCond","OPR69 end1 weight 100 group-consistent LF; recaptures-conditioned tags","Sensitivity C3-TagCond","Uses parest_flag(249)=1 so tag data primarily inform relative spatial/fishery recapture patterns rather than absolute recapture magnitude and temporal mortality. This is a different observation model, not an automatic preferred case.",1,100,1000,"group_consistent",0,"recaptures_conditioned",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p056-C3-TagDrop2021","12-OrthogonalPoly","opr","tagging-diagnostic","C3-TagDrop2021","OPR69 end1 weight 100 group-consistent LF; 2021 releases removed","Sensitivity C3-TagDrop2021","Removes the two 2021 release groups as a deletion diagnostic and synchronises TAG, FRQ, all MFCL 1007 tag sections, and reporting maps. Objective values are not directly comparable because the data differ.",1,100,1000,"group_consistent",0,"negative_binomial",FALSE,TRUE,"both","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p057-C3-TagDisp","12-OrthogonalPoly","opr","tagging-diagnostic","C3-TagDisp","OPR69 end1 weight 100 group-consistent LF; estimated pooled tag overdispersion","Sensitivity C3-TagDisp","Uses parest_flag(305)=1 and fish_flags(43/44)=1 to estimate one shared direct-tau negative-binomial dispersion parameter with source-supported bounds. Because parest_flag(305) also changes the negative-binomial parameterisation from the legacy fish-parameter form, this is a compound observation-model diagnostic rather than a stand-alone final-model candidate.",1,100,1000,"group_consistent",0,"negative_binomial",TRUE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p058-C3-TagRR2021","12-OrthogonalPoly","opr","tagging-diagnostic","C3-TagRR2021","OPR69 end1 weight 100 group-consistent LF; separate 2021 campaign reporting rate","Sensitivity C3-TagRR2021","Adds one reporting-rate parameter for the dominant 2021 campaign/fishery cells while retaining their existing target and prior precision. This separates campaign-specific reporting from past releases without deleting observations.",1,100,1000,"group_consistent",0,"negative_binomial",FALSE,FALSE,"none","campaign",0.52015,485.2,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p059-C3-TagRR2021Wide","12-OrthogonalPoly","opr","tagging-diagnostic","C3-TagRR2021Wide","OPR69 end1 weight 100 group-consistent LF; separate 2021 reporting rate with wider prior","Sensitivity C3-TagRR2021Wide","Adds the same single 2021 campaign reporting-rate parameter and reduces its prior penalty ten-fold, widening the prior SD from about 0.032 to about 0.10. This tests prior conflict while avoiding a high-dimensional release-by-fishery expansion.",1,100,1000,"group_consistent",0,"negative_binomial",FALSE,FALSE,"none","campaign",0.52015,48.52,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p060-C3-TagMixRR2021","12-OrthogonalPoly","opr","tagging-diagnostic","C3-TagMixRR2021","OPR69 end1 weight 100 group-consistent LF; 2021 mixing-period reporting correction","Sensitivity C3-TagMixRR2021","Sets tag_flags(18/60,2)=1 so uncertain reporting-rate corrections are excluded during their pre-mixing periods, as recommended by the manual and ongoing-dev validation.",1,100,1000,"group_consistent",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"2021",NA,0,NA,NA,"12.par",1
"12p061-C3-TagMixRRAll","12-OrthogonalPoly","opr","tagging-diagnostic","C3-TagMixRRAll","OPR69 end1 weight 100 group-consistent LF; all-release mixing-period reporting correction","Sensitivity C3-TagMixRRAll","Sets tag_flags(:,2)=1 for every release, restoring the source/manual-recommended treatment of reporting rates during pre-mixing periods.",1,100,1000,"group_consistent",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"all",NA,0,NA,NA,"12.par",1
"12p062-C4-TagWt0300","12-OrthogonalPoly","opr","tagging-diagnostic","C4-TagWt0300","OPR69 end2 weight 100 group-consistent LF; tag likelihood weight 0.300","Sensitivity C4-TagWt0300","Scales only the tag likelihood to 0.300 with parest_flag(177)=300. Reporting-rate priors remain active, so this is a dose-response diagnostic rather than a literal no-tag model.",2,100,1000,"group_consistent",300,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",0.3
"12p063-C4-TagWt0100","12-OrthogonalPoly","opr","tagging-diagnostic","C4-TagWt0100","OPR69 end2 weight 100 group-consistent LF; tag likelihood weight 0.100","Sensitivity C4-TagWt0100","Scales only the tag likelihood to 0.100 with parest_flag(177)=100. Reporting-rate priors remain active, so this is a dose-response diagnostic rather than a literal no-tag model.",2,100,1000,"group_consistent",100,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",0.1
"12p064-C4-TagWt0030","12-OrthogonalPoly","opr","tagging-diagnostic","C4-TagWt0030","OPR69 end2 weight 100 group-consistent LF; tag likelihood weight 0.030","Sensitivity C4-TagWt0030","Scales only the tag likelihood to 0.030 with parest_flag(177)=30. Reporting-rate priors remain active, so this is a dose-response diagnostic rather than a literal no-tag model.",2,100,1000,"group_consistent",30,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",0.03
"12p065-C4-TagWt0001","12-OrthogonalPoly","opr","tagging-diagnostic","C4-TagWt0001","OPR69 end2 weight 100 group-consistent LF; tag likelihood weight 0.001","Sensitivity C4-TagWt0001","Scales only the tag likelihood to 0.001 with parest_flag(177)=1. Reporting-rate priors remain active, so this is a dose-response diagnostic rather than a literal no-tag model.",2,100,1000,"group_consistent",1,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",0.001
"12p066-C4-TagCond","12-OrthogonalPoly","opr","tagging-diagnostic","C4-TagCond","OPR69 end2 weight 100 group-consistent LF; recaptures-conditioned tags","Sensitivity C4-TagCond","Uses parest_flag(249)=1 so tag data primarily inform relative spatial/fishery recapture patterns rather than absolute recapture magnitude and temporal mortality. This is a different observation model, not an automatic preferred case.",2,100,1000,"group_consistent",0,"recaptures_conditioned",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p067-C4-TagDrop2021","12-OrthogonalPoly","opr","tagging-diagnostic","C4-TagDrop2021","OPR69 end2 weight 100 group-consistent LF; 2021 releases removed","Sensitivity C4-TagDrop2021","Removes the two 2021 release groups as a deletion diagnostic and synchronises TAG, FRQ, all MFCL 1007 tag sections, and reporting maps. Objective values are not directly comparable because the data differ.",2,100,1000,"group_consistent",0,"negative_binomial",FALSE,TRUE,"both","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p068-C4-TagDisp","12-OrthogonalPoly","opr","tagging-diagnostic","C4-TagDisp","OPR69 end2 weight 100 group-consistent LF; estimated pooled tag overdispersion","Sensitivity C4-TagDisp","Uses parest_flag(305)=1 and fish_flags(43/44)=1 to estimate one shared direct-tau negative-binomial dispersion parameter with source-supported bounds. Because parest_flag(305) also changes the negative-binomial parameterisation from the legacy fish-parameter form, this is a compound observation-model diagnostic rather than a stand-alone final-model candidate.",2,100,1000,"group_consistent",0,"negative_binomial",TRUE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p069-C4-TagRR2021","12-OrthogonalPoly","opr","tagging-diagnostic","C4-TagRR2021","OPR69 end2 weight 100 group-consistent LF; separate 2021 campaign reporting rate","Sensitivity C4-TagRR2021","Adds one reporting-rate parameter for the dominant 2021 campaign/fishery cells while retaining their existing target and prior precision. This separates campaign-specific reporting from past releases without deleting observations.",2,100,1000,"group_consistent",0,"negative_binomial",FALSE,FALSE,"none","campaign",0.52015,485.2,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p070-C4-TagRR2021Wide","12-OrthogonalPoly","opr","tagging-diagnostic","C4-TagRR2021Wide","OPR69 end2 weight 100 group-consistent LF; separate 2021 reporting rate with wider prior","Sensitivity C4-TagRR2021Wide","Adds the same single 2021 campaign reporting-rate parameter and reduces its prior penalty ten-fold, widening the prior SD from about 0.032 to about 0.10. This tests prior conflict while avoiding a high-dimensional release-by-fishery expansion.",2,100,1000,"group_consistent",0,"negative_binomial",FALSE,FALSE,"none","campaign",0.52015,48.52,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p071-C4-TagMixRR2021","12-OrthogonalPoly","opr","tagging-diagnostic","C4-TagMixRR2021","OPR69 end2 weight 100 group-consistent LF; 2021 mixing-period reporting correction","Sensitivity C4-TagMixRR2021","Sets tag_flags(18/60,2)=1 so uncertain reporting-rate corrections are excluded during their pre-mixing periods, as recommended by the manual and ongoing-dev validation.",2,100,1000,"group_consistent",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"2021",NA,0,NA,NA,"12.par",1
"12p072-C4-TagMixRRAll","12-OrthogonalPoly","opr","tagging-diagnostic","C4-TagMixRRAll","OPR69 end2 weight 100 group-consistent LF; all-release mixing-period reporting correction","Sensitivity C4-TagMixRRAll","Sets tag_flags(:,2)=1 for every release, restoring the source/manual-recommended treatment of reporting rates during pre-mixing periods.",2,100,1000,"group_consistent",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"all",NA,0,NA,NA,"12.par",1
"12p073-C1-TagDrop18","12-OrthogonalPoly","opr","tagging-diagnostic","C1-TagDrop18","OPR69 end1 weight 0 base LF; small 2021 release removed","Sensitivity C1-TagDrop18","Removes only release group 18 to separate its effect from the dominant 2021 cohort; all MFCL tag structures are synchronised and rebuilt.",1,0,0,"baseline",0,"negative_binomial",FALSE,TRUE,"group18","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p074-C1-TagDrop60","12-OrthogonalPoly","opr","tagging-diagnostic","C1-TagDrop60","OPR69 end1 weight 0 base LF; dominant 2021 release removed","Sensitivity C1-TagDrop60","Removes only release group 60 as the direct cohort-attribution diagnostic; all MFCL tag structures are synchronised and rebuilt.",1,0,0,"baseline",0,"negative_binomial",FALSE,TRUE,"group60","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p075-C1-TagMixRR60","12-OrthogonalPoly","opr","tagging-diagnostic","C1-TagMixRR60","OPR69 end1 weight 0 base LF; dominant-release mixing reporting correction","Sensitivity C1-TagMixRR60","Sets only tag_flags(60,2)=1, isolating the release-quarter reporting-rate depletion treatment for the dominant 2021 cohort.",1,0,0,"baseline",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"group60",NA,0,NA,NA,"12.par",1
"12p076-C2-TagDrop18","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagDrop18","OPR69 end1 weight 100 base LF; small 2021 release removed","Sensitivity C2-TagDrop18","Removes only release group 18 to separate its effect from the dominant 2021 cohort; all MFCL tag structures are synchronised and rebuilt.",1,100,1000,"baseline",0,"negative_binomial",FALSE,TRUE,"group18","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p077-C2-TagDrop60","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagDrop60","OPR69 end1 weight 100 base LF; dominant 2021 release removed","Sensitivity C2-TagDrop60","Removes only release group 60 as the direct cohort-attribution diagnostic; all MFCL tag structures are synchronised and rebuilt.",1,100,1000,"baseline",0,"negative_binomial",FALSE,TRUE,"group60","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p078-C2-TagMixRR60","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagMixRR60","OPR69 end1 weight 100 base LF; dominant-release mixing reporting correction","Sensitivity C2-TagMixRR60","Sets only tag_flags(60,2)=1, isolating the release-quarter reporting-rate depletion treatment for the dominant 2021 cohort.",1,100,1000,"baseline",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"group60",NA,0,NA,NA,"12.par",1
"12p079-C2-TagRR60P4852","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagRR60P4852","OPR69 end1 weight 100 base LF; dominant-release reporting-rate prior penalty 485.2 (SD 0.032)","Sensitivity C2-TagRR60P4852","Keeps the externally derived reporting-rate target at 0.52015 and estimates one parameter for release group 60 pooled across fisheries 25-28. The Gaussian prior penalty is 485.2 (SD 0.032). This is a prior-precision sensitivity; the campaign-level grouping remains the cleaner final-model candidate, and selection cannot be based on recruitment shape alone.",1,100,1000,"baseline",0,"negative_binomial",FALSE,FALSE,"none","group60",0.52015,485.2,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p080-C2-TagRR60P1213","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagRR60P1213","OPR69 end1 weight 100 base LF; dominant-release reporting-rate prior penalty 121.3 (SD 0.064)","Sensitivity C2-TagRR60P1213","Keeps the externally derived reporting-rate target at 0.52015 and estimates one parameter for release group 60 pooled across fisheries 25-28. The Gaussian prior penalty is 121.3 (SD 0.064). This is a prior-precision sensitivity; the campaign-level grouping remains the cleaner final-model candidate, and selection cannot be based on recruitment shape alone.",1,100,1000,"baseline",0,"negative_binomial",FALSE,FALSE,"none","group60",0.52015,121.3,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p081-C2-TagRR60P0485","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagRR60P0485","OPR69 end1 weight 100 base LF; dominant-release reporting-rate prior penalty 48.52 (SD 0.102)","Sensitivity C2-TagRR60P0485","Keeps the externally derived reporting-rate target at 0.52015 and estimates one parameter for release group 60 pooled across fisheries 25-28. The Gaussian prior penalty is 48.52 (SD 0.102). This is a prior-precision sensitivity; the campaign-level grouping remains the cleaner final-model candidate, and selection cannot be based on recruitment shape alone.",1,100,1000,"baseline",0,"negative_binomial",FALSE,FALSE,"none","group60",0.52015,48.52,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p082-C2-TagRR60P0121","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagRR60P0121","OPR69 end1 weight 100 base LF; dominant-release reporting-rate prior penalty 12.13 (SD 0.203)","Sensitivity C2-TagRR60P0121","Keeps the externally derived reporting-rate target at 0.52015 and estimates one parameter for release group 60 pooled across fisheries 25-28. The Gaussian prior penalty is 12.13 (SD 0.203). This is a prior-precision sensitivity; the campaign-level grouping remains the cleaner final-model candidate, and selection cannot be based on recruitment shape alone.",1,100,1000,"baseline",0,"negative_binomial",FALSE,FALSE,"none","group60",0.52015,12.13,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p083-C2-TagRR60P0000","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagRR60P0000","OPR69 end1 weight 100 base LF; dominant-release reporting-rate prior penalty 0 (unpenalised)","Sensitivity C2-TagRR60P0000","Keeps the externally derived reporting-rate target at 0.52015 and estimates one parameter for release group 60 pooled across fisheries 25-28. The Gaussian prior penalty is 0. The zero-penalty endpoint is an identifiability stress test with high reporting-rate/recruitment confounding risk, not a final-model candidate.",1,100,1000,"baseline",0,"negative_binomial",FALSE,FALSE,"none","group60",0.52015,0,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p084-C3-TagRR60P4852","12-OrthogonalPoly","opr","tagging-diagnostic","C3-TagRR60P4852","OPR69 end1 weight 100 group-consistent LF; dominant-release reporting-rate prior penalty 485.2 (SD 0.032)","Sensitivity C3-TagRR60P4852","Keeps the externally derived reporting-rate target at 0.52015 and estimates one parameter for release group 60 pooled across fisheries 25-28. The Gaussian prior penalty is 485.2 (SD 0.032). This is a prior-precision sensitivity; the campaign-level grouping remains the cleaner final-model candidate, and selection cannot be based on recruitment shape alone.",1,100,1000,"group_consistent",0,"negative_binomial",FALSE,FALSE,"none","group60",0.52015,485.2,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p085-C3-TagRR60P1213","12-OrthogonalPoly","opr","tagging-diagnostic","C3-TagRR60P1213","OPR69 end1 weight 100 group-consistent LF; dominant-release reporting-rate prior penalty 121.3 (SD 0.064)","Sensitivity C3-TagRR60P1213","Keeps the externally derived reporting-rate target at 0.52015 and estimates one parameter for release group 60 pooled across fisheries 25-28. The Gaussian prior penalty is 121.3 (SD 0.064). This is a prior-precision sensitivity; the campaign-level grouping remains the cleaner final-model candidate, and selection cannot be based on recruitment shape alone.",1,100,1000,"group_consistent",0,"negative_binomial",FALSE,FALSE,"none","group60",0.52015,121.3,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p086-C3-TagRR60P0485","12-OrthogonalPoly","opr","tagging-diagnostic","C3-TagRR60P0485","OPR69 end1 weight 100 group-consistent LF; dominant-release reporting-rate prior penalty 48.52 (SD 0.102)","Sensitivity C3-TagRR60P0485","Keeps the externally derived reporting-rate target at 0.52015 and estimates one parameter for release group 60 pooled across fisheries 25-28. The Gaussian prior penalty is 48.52 (SD 0.102). This is a prior-precision sensitivity; the campaign-level grouping remains the cleaner final-model candidate, and selection cannot be based on recruitment shape alone.",1,100,1000,"group_consistent",0,"negative_binomial",FALSE,FALSE,"none","group60",0.52015,48.52,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p087-C3-TagRR60P0121","12-OrthogonalPoly","opr","tagging-diagnostic","C3-TagRR60P0121","OPR69 end1 weight 100 group-consistent LF; dominant-release reporting-rate prior penalty 12.13 (SD 0.203)","Sensitivity C3-TagRR60P0121","Keeps the externally derived reporting-rate target at 0.52015 and estimates one parameter for release group 60 pooled across fisheries 25-28. The Gaussian prior penalty is 12.13 (SD 0.203). This is a prior-precision sensitivity; the campaign-level grouping remains the cleaner final-model candidate, and selection cannot be based on recruitment shape alone.",1,100,1000,"group_consistent",0,"negative_binomial",FALSE,FALSE,"none","group60",0.52015,12.13,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p088-C3-TagRR60P0000","12-OrthogonalPoly","opr","tagging-diagnostic","C3-TagRR60P0000","OPR69 end1 weight 100 group-consistent LF; dominant-release reporting-rate prior penalty 0 (unpenalised)","Sensitivity C3-TagRR60P0000","Keeps the externally derived reporting-rate target at 0.52015 and estimates one parameter for release group 60 pooled across fisheries 25-28. The Gaussian prior penalty is 0. The zero-penalty endpoint is an identifiability stress test with high reporting-rate/recruitment confounding risk, not a final-model candidate.",1,100,1000,"group_consistent",0,"negative_binomial",FALSE,FALSE,"none","group60",0.52015,0,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p089-C1-TagMixRR60Q2","12-OrthogonalPoly","opr","tagging-diagnostic","C1-TagMixRR60Q2","OPR69 end1 weight 0 base LF; 2021 dominant release mixing 2 quarters with reporting correction","Sensitivity C1-TagMixRR60Q2","Sets tag_flags(60,2)=1 and changes the dominant 2021 release group's imputed mixing period from 1 to 2 quarters. Together with the one-quarter TagMixRR60 case, this tests pre-mixing imputation uncertainty without suppressing late recaptures.",1,0,0,"baseline",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"group60",2,0,NA,NA,"12.par",1
"12p090-C1-TagMixRR60Q3","12-OrthogonalPoly","opr","tagging-diagnostic","C1-TagMixRR60Q3","OPR69 end1 weight 0 base LF; 2021 dominant release mixing 3 quarters with reporting correction","Sensitivity C1-TagMixRR60Q3","Sets tag_flags(60,2)=1 and changes the dominant 2021 release group's imputed mixing period from 1 to 3 quarters. Together with the one-quarter TagMixRR60 case, this tests pre-mixing imputation uncertainty without suppressing late recaptures.",1,0,0,"baseline",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"group60",3,0,NA,NA,"12.par",1
"12p091-C1-TagMixRR60Q4","12-OrthogonalPoly","opr","tagging-diagnostic","C1-TagMixRR60Q4","OPR69 end1 weight 0 base LF; 2021 dominant release mixing 4 quarters with reporting correction","Sensitivity C1-TagMixRR60Q4","Sets tag_flags(60,2)=1 and changes the dominant 2021 release group's imputed mixing period from 1 to 4 quarters. Together with the one-quarter TagMixRR60 case, this tests pre-mixing imputation uncertainty without suppressing late recaptures.",1,0,0,"baseline",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"group60",4,0,NA,NA,"12.par",1
"12p092-C2-TagMixRR60Q2","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagMixRR60Q2","OPR69 end1 weight 100 base LF; 2021 dominant release mixing 2 quarters with reporting correction","Sensitivity C2-TagMixRR60Q2","Sets tag_flags(60,2)=1 and changes the dominant 2021 release group's imputed mixing period from 1 to 2 quarters. Together with the one-quarter TagMixRR60 case, this tests pre-mixing imputation uncertainty without suppressing late recaptures.",1,100,1000,"baseline",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"group60",2,0,NA,NA,"12.par",1
"12p093-C2-TagMixRR60Q3","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagMixRR60Q3","OPR69 end1 weight 100 base LF; 2021 dominant release mixing 3 quarters with reporting correction","Sensitivity C2-TagMixRR60Q3","Sets tag_flags(60,2)=1 and changes the dominant 2021 release group's imputed mixing period from 1 to 3 quarters. Together with the one-quarter TagMixRR60 case, this tests pre-mixing imputation uncertainty without suppressing late recaptures.",1,100,1000,"baseline",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"group60",3,0,NA,NA,"12.par",1
"12p094-C2-TagMixRR60Q4","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagMixRR60Q4","OPR69 end1 weight 100 base LF; 2021 dominant release mixing 4 quarters with reporting correction","Sensitivity C2-TagMixRR60Q4","Sets tag_flags(60,2)=1 and changes the dominant 2021 release group's imputed mixing period from 1 to 4 quarters. Together with the one-quarter TagMixRR60 case, this tests pre-mixing imputation uncertainty without suppressing late recaptures.",1,100,1000,"baseline",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"group60",4,0,NA,NA,"12.par",1
"12p095-C1-TagGamma","12-OrthogonalPoly","opr","tagging-diagnostic","C1-TagGamma","OPR69 end1 weight 0 base LF; binned-gamma tags","Sensitivity C1-TagGamma","Uses the binned-gamma likelihood with a one-recapture censor and one estimated dispersion parameter to represent excess zero/small cells. Likelihood values cannot be compared directly with negative-binomial cases.",1,0,0,"baseline",0,"binned_gamma",TRUE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p096-C1-TagGammaRob","12-OrthogonalPoly","opr","tagging-diagnostic","C1-TagGammaRob","OPR69 end1 weight 0 base LF; robust binned-gamma tags","Sensitivity C1-TagGammaRob","Uses robustified binned gamma with a one-recapture censor and 0.05 mixture fraction. It is an outlier sensitivity, not a device for tuning away an inconvenient cohort.",1,0,0,"baseline",0,"robust_binned_gamma",TRUE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p097-C1-TagLoss","12-OrthogonalPoly","opr","tagging-diagnostic","C1-TagLoss","OPR69 end1 weight 0 base LF; assumed long-term tag loss","Sensitivity C1-TagLoss","Applies a fixed continuous tag-loss rate of 0.021 per quarter to all releases (0.084/year divided across four model periods), based on an external bigeye double-tagging estimate. This transfer is diagnostic and should not replace a Pacific-specific estimate.",1,0,0,"baseline",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"all",0.021,"inherited",NA,0,NA,NA,"12.par",1
"12p098-C2-TagGamma","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagGamma","OPR69 end1 weight 100 base LF; binned-gamma tags","Sensitivity C2-TagGamma","Uses the binned-gamma likelihood with a one-recapture censor and one estimated dispersion parameter to represent excess zero/small cells. Likelihood values cannot be compared directly with negative-binomial cases.",1,100,1000,"baseline",0,"binned_gamma",TRUE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p099-C2-TagGammaRob","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagGammaRob","OPR69 end1 weight 100 base LF; robust binned-gamma tags","Sensitivity C2-TagGammaRob","Uses robustified binned gamma with a one-recapture censor and 0.05 mixture fraction. It is an outlier sensitivity, not a device for tuning away an inconvenient cohort.",1,100,1000,"baseline",0,"robust_binned_gamma",TRUE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,0,NA,NA,"12.par",1
"12p100-C2-TagLoss","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagLoss","OPR69 end1 weight 100 base LF; assumed long-term tag loss","Sensitivity C2-TagLoss","Applies a fixed continuous tag-loss rate of 0.021 per quarter to all releases (0.084/year divided across four model periods), based on an external bigeye double-tagging estimate. This transfer is diagnostic and should not replace a Pacific-specific estimate.",1,100,1000,"baseline",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"all",0.021,"inherited",NA,0,NA,NA,"12.par",1
"12p101-E1-W100-FGroup-TrendOff","12-OrthogonalPoly","opr","trend-penalty","E1-W100-FGroup-TrendOff","OPR69 end1 weight 100; grouped LF; trend flag -1","Sensitivity E1-W100-FGroup-TrendOff","Separates the OPR trend penalty from the terminal-mean penalty: parest_flag(153)=-1 (off).",1,100,1000,"group_consistent",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,-1,NA,NA,"12.par",1
"12p102-E1-W100-FGroup-Trend010","12-OrthogonalPoly","opr","trend-penalty","E1-W100-FGroup-Trend010","OPR69 end1 weight 100; grouped LF; trend flag 1","Sensitivity E1-W100-FGroup-Trend010","Separates the OPR trend penalty from the terminal-mean penalty: parest_flag(153)=1 (weight 0.1).",1,100,1000,"group_consistent",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,1,NA,NA,"12.par",1
"12p103-E2-W100-FGroup-TrendOff","12-OrthogonalPoly","opr","trend-penalty","E2-W100-FGroup-TrendOff","OPR69 end2 weight 100; grouped LF; trend flag -1","Sensitivity E2-W100-FGroup-TrendOff","Separates the OPR trend penalty from the terminal-mean penalty: parest_flag(153)=-1 (off).",2,100,1000,"group_consistent",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,-1,NA,NA,"12.par",1
"12p104-E2-W100-FGroup-Trend010","12-OrthogonalPoly","opr","trend-penalty","E2-W100-FGroup-Trend010","OPR69 end2 weight 100; grouped LF; trend flag 1","Sensitivity E2-W100-FGroup-Trend010","Separates the OPR trend penalty from the terminal-mean penalty: parest_flag(153)=1 (weight 0.1).",2,100,1000,"group_consistent",0,"negative_binomial",FALSE,FALSE,"none","shared",NA,NA,"none",0,"inherited",NA,1,NA,NA,"12.par",1
"12p105-C2-TagRR2021MixAll","12-OrthogonalPoly","opr","tagging-diagnostic","C2-TagRR2021MixAll","OPR69 end1 weight 100 base LF; central 2021 campaign reporting rate with recommended mixing treatment","Sensitivity C2-TagRR2021MixAll","Combines the central 2021 campaign reporting-rate parameter (target 0.52015, penalty 485.2) with tag_flags(:,2)=1 for every release. This interaction is the reporting-rate final-candidate screen; acceptance still requires stable fits, gradients, population scale, and a positive-definite Hessian under stricter convergence.",1,100,1000,"baseline",0,"negative_binomial",FALSE,FALSE,"none","campaign",0.52015,485.2,"none",0,"all",NA,0,NA,NA,"12.par",1
